sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,classification_case_step15,zt_error_analysis_category_step15,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,sintering_method,sintering_checked,record_checked,source_files_step16,thresholds_in_high_zt_error_file_step15,manual_review_priority_score_step15,manual_review_priority_tier_step15,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15,doi_url
10.1039_c4cp00641k__sample_9327,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c4cp00641k,,9327,Mg2(Si0.3Sn0.7)0.985Bi0.015,unknown,n,"estimated from Seebeck sign: positive=0, negative=26, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=26, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.149186,0.7914310629032599,0.9244308955273276,,0.1438721198821464,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,95,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,26,13,1,0,0.184561806026803,0.2186759951375821,0.1553355213373234,,not_evaluated,excellent,4600,,2.077499691857449,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1039/c4cp00641k
10.1021_acsaem.7b00128__sample_45682,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acsaem.7b00128,,45682,Mg2Si0.4Sn0.6,unknown,n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.147283,0.9093744367286088,0.9892121425252588,0.0774301617228665,0.0807083762567254,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,False,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,11,1,1,0.1311266967374146,0.1388160476824448,0.0841518797135224,0.0745787257887876,excellent,excellent,38695,,1.5780051498443073,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsaem.7b00128
10.1002_ejic.201100282__sample_6265,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/ejic.201100282,,6265,YbCd1.85Mn0.15Sb2,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.146987,0.6559240518350802,0.7623862315756752,0.400932186193385,0.0870508651793224,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,5,4,2,0.1267298030073095,0.1424373405512819,0.0979643576243445,0.5154189697364616,moderate,excellent,925,,0.4652445028738444,relative_scale,empirical_group_baseline,,yes,excellent,good,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/ejic.201100282
10.3724_sp.j.1077.2014.13261__sample_4836,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.3724/sp.j.1077.2014.13261,,4836,Yb0.6Co4Sb12,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.144735,0.9373327714769908,0.9029344976710804,0.0404088713481376,0.0452602863097938,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,6,4,2,0.0611805940339475,0.0697650232600118,0.0526117403216159,0.0462685370254223,excellent,excellent,5557,,3.8909466623833913,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.3724/sp.j.1077.2014.13261
10.1021_acsenergylett.7b00742__sample_31107,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acsenergylett.7b00742,,31107,Mg3.2Sb1.5Bi0.49Te0.01,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.141748,0.5100227386199608,0.564644909823533,0.5486085284231672,0.535286808882026,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,7,4,4,0.4174187685650971,0.3981315057215564,0.4603554976558097,0.4719106926189351,moderate,moderate,27909,,0.352823996723427,relative_scale,empirical_group_baseline,,yes,good,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsenergylett.7b00742
10.1016_j.synthmet.2020.116606__sample_38779,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.synthmet.2020.116606,,38779,(GeTe)75(AgSbTe2)23.75(AgSbSe2)1.25,unknown,p,"estimated from Seebeck sign: positive=22, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=22, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.137724,0.765955785796241,0.7491891468270666,0.0940332773730701,0.0780465211959808,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,22,22,6,5,0.0924783943907316,0.1115993375076338,0.0995489888699383,0.110749932757689,excellent,excellent,28938,,1.7087906607111023,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.synthmet.2020.116606
10.1007_s10854-013-1538-y__sample_30419,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s10854-013-1538-y,,30419,(TiN)0.1Co4Sb11.5Te0.5,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.135489,0.2668645106296353,0.2820050399262848,,0.0536888606693239,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,4,1,0,0.0450483740879159,0.0510632607411168,0.0551838640792641,,not_evaluated,excellent,3022,,1.568782750650651,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1007/s10854-013-1538-y
10.1021_acs.chemmater.8b03994__sample_43371,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acs.chemmater.8b03994,,43371,Yb0.4Co3.9Fe0.1Sb12,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.135314,0.9450037773750616,1.0831653064819295,0.0421869652349344,0.0483225067457972,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,7,4,3,0.0719309622712201,0.0923396375678536,0.0723509687819508,0.0525512887610722,excellent,excellent,32117,,2.903684163992244,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acs.chemmater.8b03994
10.1039_c3ee41935e__sample_21121,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c3ee41935e,,21121,AgSb0.98Bi0.02Se2,unknown,p,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=18, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.134111,0.4579828488712903,0.3527263000553766,0.2876076306578216,0.2984085643724011,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,18,5,1,1,0.1682330726950035,0.1900870895536524,0.2611393332935338,0.2527859466891852,good,good,7973,,0.1243491458369726,relative_scale,empirical_group_baseline,,yes,excellent,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c3ee41935e
10.1002_adfm.201801617__sample_39938,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/adfm.201801617,,39938,Pb0.988Sb0.012Te(GeTe)0.12,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.132345,0.11084392057988,0.1717038203132291,0.3394177344934628,0.3544469751594689,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,7,1,1,0.429027558762417,0.430097831063843,0.437647926692686,0.4146336124249596,moderate,moderate,31851,,0.7785643641408078,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/adfm.201801617
10.1016_j.matlet.2021.130180__sample_45721,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.matlet.2021.130180,,45721,Na0.98CoO2,unknown,p,"estimated from Seebeck sign: positive=29, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=29, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.131547,0.8881592361201934,0.7991013083403107,0.2150929337268417,0.203220145421609,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,False,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,34,6,4,1,0.1666522881069687,0.1968572411664675,0.2322713161729281,0.2421899551211866,good,good,37373,,0.2481343993449911,relative_scale,empirical_group_baseline,,yes,excellent,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.matlet.2021.130180
10.1007_s12613-011-0446-5__sample_16671,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s12613-011-0446-5,,16671,Ag0.84Sb1.15Cu0.01Te2.16,unknown,p,"estimated from Seebeck sign: positive=37, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=37, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.130121,0.9737821062527272,1.0387575711026744,0.0686726945980083,0.0720857144984207,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,24,11,3,2,0.0861178126508413,0.0948631895129243,0.0750565509258917,0.0760986850638991,excellent,excellent,1319,,0.477840136066912,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s12613-011-0446-5
10.1039_c5ce00228a__sample_13852,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c5ce00228a,,13852,Ge0.87Sb0.09Te,unknown,p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=15, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.12626,0.6867161444584757,0.5860444383591115,0.1438615612893095,0.1717816935201004,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,15,1,1,1,0.1717816935201437,0.1585254054771985,0.1585254054771619,0.1344098727759641,excellent,excellent,741,,2.9883716866427226,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c5ce00228a
10.1007_s11664-012-1927-7__sample_16896,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s11664-012-1927-7,,16896,(Zn0.985Pb0.015)4Sb3,unknown,p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=19, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.125465,0.7596410454436179,0.7353607042265744,0.038393957414503,0.0330182739946386,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,2,1,1,0.0421033176899746,0.0436820489468693,0.0324848801984938,0.0376752478198857,excellent,excellent,2350,,1.060860316110524,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s11664-012-1927-7
10.1016_j.actamat.2009.03.018__sample_3131,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.actamat.2009.03.018,,3131,Ba0.27Ce0.04Co4Sb12.02,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.124827,0.8137771833979125,0.7799645255024135,0.1782330061484682,0.0740371997512857,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,8,4,3,0.0924261398858782,0.1006390644421956,0.0812690644300313,0.197702991977161,excellent,excellent,34,,4.228938697699705,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.actamat.2009.03.018
