sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,source_files_step16,classification_case_step15,thresholds_in_high_zt_error_file_step15,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,composition,DOI,doi_url,paper_title,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,manual_review_priority_score_step15,manual_review_priority_tier_step15,zt_error_analysis_category_step15,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,sintering_method,sintering_checked,record_checked,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,sample_id,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15
10.1002_aenm.201700099__sample_31729,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Pb0.9875Sb0.0125Te0.92S0.08,10.1002/aenm.201700099,https://doi.org/10.1002/aenm.201700099,,1.174833,0.1777273328558568,0.3009983982549443,0.4174178934492477,0.4095406025871186,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,2,1,1,0.2233236903851577,0.3735005815547081,0.5268544053821342,0.5402851480236326,moderate,moderate,18596,31729,,1.3177718869787012,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1063_1.3099804__sample_4966,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,In0.25Ce0.05Co4Sb12,10.1063/1.3099804,https://doi.org/10.1063/1.3099804,,1.173516,0.842756384794138,0.9206832361512042,0.046435588658745,0.0520512486003417,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,6,3,3,0.0980578994882917,0.1126094453853173,0.0593471492309822,0.0512852741091598,excellent,excellent,6750,4966,,1.8014238937565887,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.0c05650__sample_38434,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,NaSn4SbTe6,10.1021/jacs.0c05650,https://doi.org/10.1021/jacs.0c05650,,1.167332,0.8065568667717193,0.8191537477209633,0.0618458901486164,0.055451722462565,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,8,3,3,0.1271552368666209,0.1564844916757007,0.0653169608093364,0.0700005610302256,excellent,excellent,29626,38434,,2.255475973047199,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c9ta11180h__sample_35715,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Sn0.95Cd0.05Te)0.93(Cu2Te)0.07,10.1039/c9ta11180h,https://doi.org/10.1039/c9ta11180h,,1.16394,0.90333800013261,0.6205286219340129,0.154684343353145,0.1787129823018915,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,8,7,0.2580200130905726,0.2759814075630457,0.2087458387556393,0.1821706276864455,excellent,good,24797,35715,,5.714407711661784,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1126_sciadv.aar5606__sample_40290,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Bi0.5Sb1.5Te3)43.24(Te)56.76,10.1126/sciadv.aar5606,https://doi.org/10.1126/sciadv.aar5606,,1.163265,0.9898542341866604,1.1424229105337176,0.1714532435899132,0.1019684302555694,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,6,3,3,0.0943249153403319,0.0999219682882397,0.1068046462053629,0.2067831062699563,good,excellent,31786,40290,,0.6761469759408648,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.7b05339__sample_44840,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Na0.005K0.005Sn0.99Se,10.1021/jacs.7b05339,https://doi.org/10.1021/jacs.7b05339,,1.160232,0.7845928576946218,1.162812449926989,0.3908400104361881,0.3787158092559969,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,10,10,0.3787158092561682,0.4077784074325321,0.4077784074323806,0.4176817754818928,moderate,moderate,18623,44840,,0.0657710676109671,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.physb.2019.411797__sample_35160,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Pb1.2Se,10.1016/j.physb.2019.411797,https://doi.org/10.1016/j.physb.2019.411797,,1.159035,0.9395005988405044,0.4898598465955757,0.5706135212650918,0.5912581430794377,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,13,13,13,0.5912581430794543,0.637901110870362,0.6379011108703584,1.1911532112806889,poor,moderate,23876,35160,,0.4088676043026791,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c9ta11180h__sample_35725,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Sn0.95Cd0.05Te)0.93(Cu2Te)0.07,10.1039/c9ta11180h,https://doi.org/10.1039/c9ta11180h,,1.156863,0.9024455750754716,0.6346205544728003,0.1698102262520909,0.1679864454954496,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,8,8,0.2397299227910332,0.2596357650480387,0.198403081989986,0.205574413295865,good,excellent,24797,35725,,5.795845818428498,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1007_s10904-011-9583-6__sample_30338,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Yb0.2Co4Sb12,10.1007/s10904-011-9583-6,https://doi.org/10.1007/s10904-011-9583-6,,1.155556,0.6622055398549078,0.7055959234050645,0.0489601339905039,0.0614946630371153,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,2,1,1,0.0620782452160112,0.0640919643838938,0.06346673627714,0.050199297221262,excellent,excellent,2683,30338,,1.8573954685921128,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2017.01.340__sample_39761,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Bi0.5Sb1.5Te3)97(Ta2O5)3,10.1016/j.jallcom.2017.01.340,https://doi.org/10.1016/j.jallcom.2017.01.340,,1.152642,0.8414292042021106,1.1653797449703795,0.0955064536124969,0.0926674077153793,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,8,4,4,0.091604533063504,0.1383543248297323,0.1673443077838491,0.1629126314915853,excellent,excellent,31871,39761,,0.5117663950829751,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c4ee01463d__sample_375,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Sn0.98Bi0.02Hg0.04Te1.04,10.1039/c4ee01463d,https://doi.org/10.1039/c4ee01463d,,1.152044,0.2452321065840023,0.2834281392706895,,0.1668948752559176,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,12,4,0,0.1805752274171631,0.2026621056054817,0.1914485755065399,,not_evaluated,excellent,7975,375,,3.4539622001662504,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1039_c4cp00641k__sample_9327,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=26, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=26, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg2(Si0.3Sn0.7)0.985Bi0.015,10.1039/c4cp00641k,https://doi.org/10.1039/c4cp00641k,,1.149186,0.7914310629032599,0.9244308955273276,,0.1438721198821464,95,A,high_zt_false_negative,False,unknown,True,False,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,26,13,1,0,0.184561806026803,0.2186759951375821,0.1553355213373234,,not_evaluated,excellent,4600,9327,,2.077499691857449,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1021_acsaem.7b00128__sample_45682,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg2Si0.4Sn0.6,10.1021/acsaem.7b00128,https://doi.org/10.1021/acsaem.7b00128,,1.147283,0.9093744367286088,0.9892121425252588,0.0774301617228665,0.0807083762567254,90,A,high_zt_false_negative,False,unknown,False,False,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,11,1,1,0.1311266967374146,0.1388160476824448,0.0841518797135224,0.0745787257887876,excellent,excellent,38695,45682,,1.5780051498443073,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1002_ejic.201100282__sample_6265,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,YbCd1.85Mn0.15Sb2,10.1002/ejic.201100282,https://doi.org/10.1002/ejic.201100282,,1.146987,0.6559240518350802,0.7623862315756752,0.400932186193385,0.0870508651793224,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,5,4,2,0.1267298030073095,0.1424373405512819,0.0979643576243445,0.5154189697364616,moderate,excellent,925,6265,,0.4652445028738444,relative_scale,empirical_group_baseline,,yes,excellent,good,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.3724_sp.j.1077.2014.13261__sample_4836,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Yb0.6Co4Sb12,10.3724/sp.j.1077.2014.13261,https://doi.org/10.3724/sp.j.1077.2014.13261,,1.144735,0.9373327714769908,0.9029344976710804,0.0404088713481376,0.0452602863097938,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,6,4,2,0.0611805940339475,0.0697650232600118,0.0526117403216159,0.0462685370254223,excellent,excellent,5557,4836,,3.8909466623833913,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
